Date,price,rolling_high,drawdown,months_below_high,D,T,score_raw,score,score_pt1,score_pt1_rounded,score_pt1_discrete,bond_weight,stock_weight,returns,dax_weight,portfolio_return,portfolio_value,buy_hold_value,conservative_return,conservative_value
2006-01-31,2305.820068359375,2305.820068359375,0.0,0,0,0,0,0,0.0,0.0,0.0,0.19999999999999996,0.7,,0.8,,,,,
2006-02-28,2281.389892578125,2305.820068359375,-0.01059500527230317,1,0,0,0,0,0.0,0.0,0.0,0.19999999999999996,0.7,-0.01059500527230317,0.8,-0.007642670884509203,99235.73291154909,98940.49947276968,-0.007642670884509203,99235.73291154909
2006-03-31,2339.7900390625,2339.7900390625,0.0,0,0,0,0,0,0.0,0.0,0.0,0.19999999999999996,0.7,0.025598494441640085,0.8,0.021312128886645403,101350.65764152074,101473.22729857646,0.021312128886645403,101350.65764152074
2006-04-30,2322.570068359375,2339.7900390625,-0.007359622195000304,1,0,0,0,0,0.0,0.0,0.0,0.19999999999999996,0.7,-0.007359622195000304,0.8,-0.00505436442266691,100838.39448332354,100726.42268275157,-0.00505436442266691,100838.39448332354
2006-05-31,2178.8798828125,2339.7900390625,-0.06877119466431825,2,1,0,1,1,0.28346868942621073,0.5,0.0,0.19999999999999996,0.7,-0.06186688940169427,0.8,-0.04866017818802209,95931.58023957096,94494.79223080946,-0.04866017818802209,95931.58023957096
2006-06-30,2172.090087890625,2339.7900390625,-0.0716730768026812,3,1,1,2,2,0.7700515703936186,1.0,0.7700515703936186,0.19232408624453068,0.8,-0.003116185970339358,0.8076759137554693,-0.0017155179916736034,95767.00788770031,94200.32888498966,-0.0016596154429381529,95772.37070753993
2006-07-31,2091.469970703125,2339.7900390625,-0.10612920997769149,4,2,1,3,3,1.4021721292221763,1.5,1.4021721292221763,0.1781506517732201,0.9,-0.03711637820040525,0.8218493482267799,-0.029761776850153302,92916.8115693397,90703.95385149184,-0.02885976922699087,93008.4021905985
2006-08-31,2183.75,2339.7900390625,-0.06668976124243253,5,1,1,2,3,1.571637612254028,1.5,1.4021721292221763,0.16615309851432103,0.9,0.044122091442628575,0.833846901485679,0.03748337381364664,96399.64715096542,94706.00199753532,0.036131006487436196,96368.88937353311
2006-09-30,2258.429931640625,2339.7900390625,-0.034772396695249674,6,0,1,1,1,1.4095962474816504,1.5,1.4021721292221763,0.17134921644819978,0.7,0.03419802250286197,0.8286507835518002,0.02905217321145283,99200.26639751821,97944.75998500311,0.02819175133562291,99085.69713924191
2006-10-31,2366.7099609375,2366.7099609375,0.0,0,0,0,0,1,1.0100198465879222,1.0,1.0100198465879222,0.17574763531960447,0.7,0.04794482564186331,0.8242523646803955,0.04025091772332678,103193.16815841681,102640.70442501825,0.03918919384682398,102968.78573187935
2006-11-30,2431.77001953125,2431.77001953125,0.0,0,0,0,0,1,0.7237108443811815,0.5,1.0100198465879222,0.1794708165126626,0.7,0.02748966272486486,0.8205291834873374,0.02330386557877842,105597.96787782885,105462.26277150454,0.022825063513225222,105319.05480608919
2006-12-31,2415.2900390625,2431.77001953125,-0.00677694861618805,1,0,0,0,1,0.5185614798009116,0.5,1.0100198465879222,0.18262242135104267,0.7,-0.00677694861618805,0.8173775786489573,-0.004778399094898846,105093.37864369828,104747.55043575514,-0.004588225559617107,104835.82722691316
2007-01-31,2463.929931640625,2463.929931640625,0.0,0,0,0,0,0,0.3715655367348307,0.5,0.3715655367348307,0.1852901972508083,0.7,0.020138323676027303,0.8147098027491917,0.017178932198340616,106898.77066991292,106856.99051070136,0.016943992274155176,106612.16467350065
2007-02-28,2416.14990234375,2463.929931640625,-0.019391797097517482,1,0,0,0,0,0.2662383410006617,0.5,0.3715655367348307,0.1875484207960635,0.7,-0.019391797097517482,0.8124515792039365,-0.014973444422163461,105298.12786848938,104784.84143226649,-0.014680104344680653,105047.08697168139
2007-03-31,2421.639892578125,2463.929931640625,-0.017163653283898683,2,0,0,0,0,0.19076810740219552,0.0,0.3715655367348307,0.18945996575783974,0.7,0.0022722059707676046,0.8105400342421603,0.0026311304293422143,105575.18097687693,105022.93417461484,0.0026510981099474172,105325.57710540752
2007-04-30,2525.090087890625,2525.090087890625,0.0,0,0,0,0,0,0.13669132201257655,0.0,0.13669132201257655,0.1910780536342901,0.7,0.042719066377109094,0.8089219463657099,0.035352548877506586,109307.53272261357,109509.41587073897,0.03500858643502061,109012.8766753206
2007-05-31,2604.52001953125,2604.52001953125,0.0,0,0,0,0,0,0.09794361210573532,0.0,0.13669132201257655,0.19244773545097227,0.7,0.031456276360808166,0.8075522645490277,0.026204452773829736,112171.87680166714,112954.17432047961,0.025998354421979866,111847.03207968519
2007-06-30,2603.22998046875,2604.52001953125,-0.0004953077929238381,1,0,0,0,0,0.07017966474445339,0.0,0.13669132201257655,0.1936071460777088,0.7,-0.0004953077929238381,0.8063928539222912,0.0004072837772846483,112217.56258735602,112898.2272376954,0.0004370870989942629,111895.918974468
2007-07-31,2546.27001953125,2604.52001953125,-0.022364965353763533,2,0,0,0,0,0.05028592715497234,0.0,0.05028592715497234,0.19458856598488516,0.7,-0.021880495140595868,0.8054114340151148,-0.01681201527654438,110330.95921084081,110427.9581252391,-0.016671062779143365,110030.4950845147
2007-08-31,2596.360107421875,2604.52001953125,-0.0031329811436210386,3,0,1,1,1,0.31950013071398115,0.5,0.05028592715497234,0.1954193200007538,0.7,0.019671946614619573,0.8045806799992462,0.016641915350769292,112167.07769459682,112600.29102224026,0.01657089062502899,111853.79838397799
2007-09-30,2701.5,2701.5,0.0,0,0,0,0,1,0.2289318473889859,0.0,0.05028592715497234,0.19612253809306612,0.7,0.04049511170564335,0.8038774619069339,0.03337028485962479,115910.1250291372,117160.05238527383,0.03322942269784801,115570.63553083906
2007-10-31,2859.1201171875,2859.1201171875,0.0,0,0,0,0,1,0.16403683664170876,0.0,0.16403683664170876,0.196717799356821,0.7,0.05834540706551916,0.803282200643179,0.047687484482332405,121437.5873178094,123995.80333351016,0.047509658985748666,121061.35701367546
2007-11-30,2660.9599609375,2859.1201171875,-0.06930809064605825,1,1,0,1,1,0.4010062189674729,0.5,0.16403683664170876,0.19722167713812477,0.7,-0.06930809064605825,0.8027783228618752,-0.05481727578152595,114780.7096035659,115401.89095634043,-0.05461313918351327,114449.81627334261
2007-12-31,2652.280029296875,2859.1201171875,-0.07234396577017277,2,1,0,1,1,0.570802201051214,0.5,0.16403683664170876,0.19764820047157683,0.7,-0.0032619549967098926,0.8023517995284232,-0.0017937012929593443,114574.82729634321,115025.45518150562,-0.001776230664034581,114246.52700018478
