,Date,open,high,low,close,Date_time
0,2020-01-31,32.130001068115234,32.130001068115234,32.130001068115234,32.130001068115234,18292.0
1,2020-02-01,,,,,18293.0
2,2020-02-02,,,,,18294.0
3,2020-02-03,32.34000015258789,32.34000015258789,32.34000015258789,32.34000015258789,18295.0
4,2020-02-04,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,18296.0
5,2020-02-05,33.93000030517578,33.93000030517578,33.93000030517578,33.93000030517578,18297.0
6,2020-02-06,34.06999969482422,34.06999969482422,34.06999969482422,34.06999969482422,18298.0
7,2020-02-07,33.869998931884766,33.869998931884766,33.869998931884766,33.869998931884766,18299.0
8,2020-02-08,,,,,18300.0
9,2020-02-09,,,,,18301.0
10,2020-02-10,32.65999984741211,32.65999984741211,32.65999984741211,32.65999984741211,18302.0
11,2020-02-11,33.790000915527344,33.790000915527344,33.790000915527344,33.790000915527344,18303.0
12,2020-02-12,34.310001373291016,34.310001373291016,34.310001373291016,34.310001373291016,18304.0
13,2020-02-13,33.689998626708984,33.689998626708984,33.689998626708984,33.689998626708984,18305.0
14,2020-02-14,33.41999816894531,33.41999816894531,33.41999816894531,33.41999816894531,18306.0
15,2020-02-15,,,,,18307.0
16,2020-02-16,,,,,18308.0
17,2020-02-17,,,,,18309.0
18,2020-02-18,33.63999938964844,33.63999938964844,33.63999938964844,33.63999938964844,18310.0
19,2020-02-19,34.790000915527344,34.790000915527344,34.790000915527344,34.790000915527344,18311.0
20,2020-02-20,33.86000061035156,33.86000061035156,33.86000061035156,33.86000061035156,18312.0
21,2020-02-21,33.060001373291016,33.060001373291016,33.060001373291016,33.060001373291016,18313.0
22,2020-02-22,,,,,18314.0
23,2020-02-23,,,,,18315.0
24,2020-02-24,31.260000228881836,31.260000228881836,31.260000228881836,31.260000228881836,18316.0
25,2020-02-25,30.149999618530273,30.149999618530273,30.149999618530273,30.149999618530273,18317.0
26,2020-02-26,30.25,30.25,30.25,30.25,18318.0
27,2020-02-27,30.010000228881836,30.010000228881836,30.010000228881836,30.010000228881836,18319.0
28,2020-02-28,30.360000610351562,30.360000610351562,30.360000610351562,30.360000610351562,18320.0
29,2020-02-29,,,,,18321.0
30,2020-03-01,,,,,18322.0
31,2020-03-02,30.5,30.5,30.5,30.5,18323.0
32,2020-03-03,29.940000534057617,29.940000534057617,29.940000534057617,29.940000534057617,18324.0
33,2020-03-04,30.549999237060547,30.549999237060547,30.549999237060547,30.549999237060547,18325.0
34,2020-03-05,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,18326.0
35,2020-03-06,29.6200008392334,29.6200008392334,29.6200008392334,29.6200008392334,18327.0
36,2020-03-07,,,,,18328.0
37,2020-03-08,,,,,18329.0
38,2020-03-09,26.899999618530273,26.899999618530273,26.899999618530273,26.899999618530273,18330.0
39,2020-03-10,29.030000686645508,29.030000686645508,29.030000686645508,29.030000686645508,18331.0
40,2020-03-11,27.549999237060547,27.549999237060547,27.549999237060547,27.549999237060547,18332.0
41,2020-03-12,25.90999984741211,25.90999984741211,25.90999984741211,25.90999984741211,18333.0
42,2020-03-13,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,18334.0
43,2020-03-14,,,,,18335.0
44,2020-03-15,,,,,18336.0
45,2020-03-16,22.540000915527344,22.540000915527344,22.540000915527344,22.540000915527344,18337.0
46,2020-03-17,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,18338.0
47,2020-03-18,21.6299991607666,21.6299991607666,21.6299991607666,21.6299991607666,18339.0
48,2020-03-19,23.049999237060547,23.049999237060547,23.049999237060547,23.049999237060547,18340.0
49,2020-03-20,22.770000457763672,22.770000457763672,22.770000457763672,22.770000457763672,18341.0
50,2020-03-21,,,,,18342.0
51,2020-03-22,,,,,18343.0
52,2020-03-23,22.079999923706055,22.079999923706055,22.079999923706055,22.079999923706055,18344.0
53,2020-03-24,23.520000457763672,23.520000457763672,23.520000457763672,23.520000457763672,18345.0
54,2020-03-25,24.079999923706055,24.079999923706055,24.079999923706055,24.079999923706055,18346.0
55,2020-03-26,25.020000457763672,25.020000457763672,25.020000457763672,25.020000457763672,18347.0
56,2020-03-27,23.459999084472656,23.459999084472656,23.459999084472656,23.459999084472656,18348.0
57,2020-03-28,,,,,18349.0
58,2020-03-29,,,,,18350.0
59,2020-03-30,22.510000228881836,22.510000228881836,22.510000228881836,22.510000228881836,18351.0
60,2020-03-31,23.450000762939453,23.450000762939453,23.450000762939453,23.450000762939453,18352.0
61,2020-04-01,22.149999618530273,22.149999618530273,22.149999618530273,22.149999618530273,18353.0
62,2020-04-02,22.360000610351562,22.360000610351562,22.360000610351562,22.360000610351562,18354.0
63,2020-04-03,22.010000228881836,22.010000228881836,22.010000228881836,22.010000228881836,18355.0
64,2020-04-04,,,,,18356.0
65,2020-04-05,,,,,18357.0
66,2020-04-06,23.450000762939453,23.450000762939453,23.450000762939453,23.450000762939453,18358.0
67,2020-04-07,24.43000030517578,24.43000030517578,24.43000030517578,24.43000030517578,18359.0
68,2020-04-08,24.510000228881836,24.510000228881836,24.510000228881836,24.510000228881836,18360.0
69,2020-04-09,24.81999969482422,24.81999969482422,24.81999969482422,24.81999969482422,18361.0
70,2020-04-10,,,,,18362.0
71,2020-04-11,,,,,18363.0
72,2020-04-12,,,,,18364.0
73,2020-04-13,24.049999237060547,24.049999237060547,24.049999237060547,24.049999237060547,18365.0
74,2020-04-14,23.860000610351562,23.860000610351562,23.860000610351562,23.860000610351562,18366.0
