,Date,open,high,low,close,Date_time
0,2020-01-31,35.06205749511719,35.06205749511719,35.06205749511719,35.06205749511719,18292.0
1,2020-02-01,,,,,18293.0
2,2020-02-02,,,,,18294.0
3,2020-02-03,34.44693374633789,34.44693374633789,34.44693374633789,34.44693374633789,18295.0
4,2020-02-04,35.071372985839844,35.071372985839844,35.071372985839844,35.071372985839844,18296.0
5,2020-02-05,35.23914337158203,35.23914337158203,35.23914337158203,35.23914337158203,18297.0
6,2020-02-06,35.82630157470703,35.82630157470703,35.82630157470703,35.82630157470703,18298.0
7,2020-02-07,35.83562088012695,35.83562088012695,35.83562088012695,35.83562088012695,18299.0
8,2020-02-08,,,,,18300.0
9,2020-02-09,,,,,18301.0
10,2020-02-10,35.73310089111328,35.73310089111328,35.73310089111328,35.73310089111328,18302.0
11,2020-02-11,35.57465744018555,35.57465744018555,35.57465744018555,35.57465744018555,18303.0
12,2020-02-12,35.45349884033203,35.45349884033203,35.45349884033203,35.45349884033203,18304.0
13,2020-02-13,35.705142974853516,35.705142974853516,35.705142974853516,35.705142974853516,18305.0
14,2020-02-14,35.64921951293945,35.64921951293945,35.64921951293945,35.64921951293945,18306.0
15,2020-02-15,,,,,18307.0
16,2020-02-16,,,,,18308.0
17,2020-02-17,,,,,18309.0
18,2020-02-18,35.65853500366211,35.65853500366211,35.65853500366211,35.65853500366211,18310.0
19,2020-02-19,35.82630157470703,35.82630157470703,35.82630157470703,35.82630157470703,18311.0
20,2020-02-20,35.9847412109375,35.9847412109375,35.9847412109375,35.9847412109375,18312.0
21,2020-02-21,35.9288215637207,35.9288215637207,35.9288215637207,35.9288215637207,18313.0
22,2020-02-22,,,,,18314.0
23,2020-02-23,,,,,18315.0
24,2020-02-24,35.46281814575195,35.46281814575195,35.46281814575195,35.46281814575195,18316.0
25,2020-02-25,34.81040954589844,34.81040954589844,34.81040954589844,34.81040954589844,18317.0
26,2020-02-26,34.57741165161133,34.57741165161133,34.57741165161133,34.57741165161133,18318.0
27,2020-02-27,33.300567626953125,33.300567626953125,33.300567626953125,33.300567626953125,18319.0
28,2020-02-28,32.82524490356445,32.82524490356445,32.82524490356445,32.82524490356445,18320.0
29,2020-02-29,,,,,18321.0
30,2020-03-01,,,,,18322.0
31,2020-03-02,34.651973724365234,34.651973724365234,34.651973724365234,34.651973724365234,18323.0
32,2020-03-03,33.83180618286133,33.83180618286133,33.83180618286133,33.83180618286133,18324.0
